CNTYVTD,CruzR_18G_U.S. Sen,O'RourkeD_18G_U.S. Sen,DikemanL_18G_U.S. Sen
"4410202",566,544,9
"4410203",688,408,8
"4410204",677,232,20
"4410205",705,514,10
"4410206",1039,200,8
"4410207",138,24,3
"4410301",840,376,14
"4410302",1019,312,19
"4410303",1032,107,7
"4410304",1040,433,10
"4410305",1423,361,13
"4410306",2321,529,21
"4410307",2753,562,28
"4410308",878,138,8
"4410401",324,238,9
"4410402",1033,527,12
"4410403",751,453,9
"4410404",647,454,18
"4410405",544,272,7
"4410406",1362,478,13
"4410407",519,157,3
"4410408",2100,268,10
"4410409",482,49,3
"4430001",71,43,1
"4430002A",5,5,0
"4430002B",61,56,1
"4430003",85,17,1
"4430004A",12,1,0
"4430004B",89,16,2
"4450101",203,45,1
"4450102",705,126,2
"4450201",216,87,1
"4450202",192,65,2
"4450301",316,166,7
"4450401",407,132,2
"4450402",130,8,0
"4470001",176,9,2
"4470002",149,17,5
"4473003",133,28,1
"4474005",49,12,0
"4474006",110,11,1
"4490001",43,197,1
"4490002",208,104,0
"4490003",289,65,1
"4490004",298,61,4
"4490005",139,18,1
"4490006",605,89,6
"4490007",464,117,2
"4490008",171,260,2
"4490009",165,52,3
"4490010",456,57,4
"4490011",71,23,1
"4490012",144,22,0
"4490014",450,332,6
"4490015",327,69,1
"4490016",962,270,13
"4490017",54,153,0
"4490018",85,13,1
"4490019",238,127,2
"4490020",516,236,7
"4510106",236,173,3
"4510107",255,130,7
"4510108",426,54,2
"4510112",530,72,0
"4510114",85,210,1
"4510124",140,308,3
"4510137",518,507,13
"4510144",326,299,3
"4510146",601,509,5
"4510213",1591,195,7
"4510215",1164,308,15
"4510225",55,6,0
"4510228",977,415,9
"4510230",2001,756,34
"4510241",2399,684,23
"4510304",1076,431,13
"4510305",14,11,0
"4510306",533,245,5
"4510308",71,59,1
"4510319",1482,513,22
"4510327",681,414,14
"4510348",294,86,3
"4510351",210,59,0
"4510358",2001,352,16
"4510401",51,30,1
"4510402",1005,623,12
"4510420",242,51,1
"4510421",1510,476,18
"4510422",752,112,9
"4510423",583,71,3
"4510424",828,373,9
"4510434",264,229,9
"4510435",328,181,2
"4510436",1419,748,29
"4530101",478,3090,39
"4530102",108,585,2
"4530103",249,725,13
"4530104",214,582,16
"4530105",1098,4136,66
"4530106",918,1283,27
"4530107",149,105,4
"4530108",138,839,14
"4530109",361,1141,18
"4530110",1217,3083,60
"4530111",637,2243,31
"4530112",170,756,6
"4530113",870,3351,51
"4530114",53,107,0
"4530115",0,0,0
"4530116",0,0,0
"4530117",125,1553,18
"4530118",30,339,0
"4530119",0,0,0
"4530120",29,59,1
"4530121",46,579,5
"4530122",84,1740,8
"4530123",1337,2746,59
"4530124",218,3233,30
"4530125",0,0,0
"4530126",190,3556,24
"4530127",0,1,0
"4530128",0,0,0
"4530129",86,1630,9
"4530130",110,1289,12
"4530131",0,1,0
"4530132",125,1765,16
"4530133",158,1518,15
"4530134",0,0,0
"4530135",541,5205,50
"4530136",761,1229,26
"4530137",2637,4195,96
"4530138",0,0,0
"4530139",290,1704,27
"4530140",169,980,11
"4530141",44,255,1
"4530142",56,700,8
"4530145",429,1214,20
"4530146",683,1233,29
"4530148",743,1951,29
"4530149",106,1319,16
"4530150",653,807,21
"4530151",154,1499,14
"4530152",132,2809,16
"4530153",630,2727,34
"4530154",481,1799,33
"4530156",420,3391,36
"4530160",371,875,11
"4530161",377,742,13
"4530163",137,81,4
"4530164",143,861,10
"4530200",330,3868,43
"4530202",270,2453,21
"4530203",165,508,3
"4530205",319,1432,21
"4530206",166,1103,17
"4530207",846,2595,42
"4530208",514,4390,32
"4530209",92,503,7
"4530210",361,968,14
"4530211",259,959,16
"4530212",1499,1704,26
"4530213",0,0,0
"4530214",617,1466,16
"4530215",395,1147,11
"4530216",258,1062,8
"4530217",244,1199,20
"4530218",768,3344,48
"4530219",545,1336,23
"4530220",431,984,17
"4530221",316,416,11
"4530222",355,1444,26
"4530223",66,303,4
"4530224",10,92,2
"4530225",595,2058,27
"4530226",250,1107,9
"4530227",129,379,4
"4530228",400,1060,17
"4530229",335,1023,31
"4530231",670,1550,21
"4530232",2470,2444,46
"4530233",1108,1677,23
"4530234",829,880,18
"4530235",230,2272,26
"4530236",313,2232,34
"4530237",476,1248,11
"4530238",463,1724,38
"4530239",321,1673,25
"4530240",175,659,18
"4530241",200,1403,20
"4530242",528,4172,62
"4530243",281,1252,27
"4530244",1148,1652,37
"4530245",351,487,9
"4530246",376,1064,13
"4530247",237,371,10
"4530248",294,1569,16
"4530249",590,1745,29
"4530250",642,3386,38
"4530251",553,1929,26
"4530252",405,1632,29
"4530253",791,1566,22
"4530254",563,1686,28
"4530256",604,1025,19
"4530258",456,1320,26
"4530259",507,1603,34
"4530260",116,603,9
"4530262",812,2671,38
"4530263",471,1726,25
"4530266",166,251,2
"4530267",286,812,8
"4530268",154,663,12
"4530273",380,2024,28
"4530274",203,2009,13
"4530275",196,2547,23
"4530277",869,4921,31
"4530301",220,751,7
"4530302",954,1665,33
"4530303",903,1377,23
"4530304",1010,2119,27
"4530305",5,5,0
"4530306",1416,1075,26
"4530307",389,715,11
"4530308",2927,1884,43
"4530309",513,1379,28
"4530310",1116,2708,43
"4530311",496,3738,31
"4530312",785,763,22
"4530313",38,318,1
"4530314",1875,2200,56
"4530315",993,2036,21
"4530316",1596,1523,37
"4530317",788,1323,27
"4530318",213,441,7
"4530319",1007,806,14
"4530320",859,683,13
"4530321",191,378,2
"4530323",232,1174,15
"4530324",2303,2229,53
"4530325",27,63,1
"4530326",456,1104,15
"4530327",788,1465,33
"4530328",717,2017,44
"4530329",845,2479,47
"4530330",1042,1204,30
"4530331",598,1365,26
"4530332",206,2025,21
"4530333",707,1369,31
"4530334",901,1246,16
"4530335",546,1146,26
"4530336",544,1065,30
"4530337",932,2076,44
"4530338",1418,2400,34
"4530339",320,1012,13
"4530340",387,2320,34
"4530341",76,199,3
"4530342",463,3255,41
"4530343",473,1211,19
"4530344",247,1098,17
"4530345",0,0,0
"4530346",2361,1490,34
"4530347",721,1310,23
"4530349",1069,2624,47
"4530350",639,2355,42
"4530351",230,945,14
"4530352",424,2063,26
"4530354",1083,2267,37
"4530356",250,1169,23
"4530357",179,303,6
"4530358",659,2705,29
"4530359",1724,1994,39
"4530360",788,2273,38
"4530361",393,568,9
"4530362",553,1641,18
"4530363",380,818,14
"4530364",1045,1735,22
"4530365",668,1114,13
"4530366",1033,2576,36
"4530367",1525,3183,50
"4530368",167,135,3
"4530369",1766,1412,30
"4530370",566,408,20
"4530371",1216,790,26
"4530372",693,561,19
"4530373",2435,1317,38
"4530374",2086,2317,50
"4530375",378,303,10
"4530401",367,1161,13
"4530402",378,1474,18
"4530403",269,502,9
"4530404",387,2188,27
"4530405",107,468,5
"4530406",832,1410,18
"4530407",219,1428,15
"4530408",512,1865,25
"4530409",152,1368,22
"4530410",261,1934,34
"4530411",253,1171,18
"4530412",12,70,0
"4530413",148,943,10
"4530414",584,2056,33
"4530415",164,712,18
"4530416",62,270,6
"4530417",237,1166,14
"4530418",4,1,0
"4530419",90,267,3
"4530420",170,1751,22
"4530421",216,1853,16
"4530422",143,1524,10
"4530423",202,1818,13
"4530424",200,1659,21
"4530425",83,404,6
"4530426",147,1766,12
"4530427",117,1544,17
"4530428",295,888,12
"4530429",425,4920,41
"4530430",64,905,12
"4530431",284,3507,32
"4530432",0,1,0
"4530433",165,2022,14
"4530434",0,1,0
"4530435",799,3187,43
"4530436",9,223,1
"4530437",158,1620,18
"4530438",85,906,2
"4530439",152,2354,19
"4530440",113,768,12
"4530441",334,2343,31
"4530442",102,948,9
"4530443",232,1674,22
"4530444",6,105,2
"4530446",88,666,9
"4530447",358,2222,30
"4530448",203,1339,15
"4530450",326,2144,28
"4530451",315,1840,23
"4530452",126,1022,6
"4530454",284,1166,15
"4530458",463,2130,25
"4530460",324,2092,21
"4530461",386,3267,39
"4530463",389,1992,28
"4550001",276,63,0
"4550002",326,49,2
"4550003",187,46,2
"4550004",121,21,1
"4550005",93,26,1
"4550006",118,15,0
"4550007",129,20,0
"4550008",211,28,3
"4550009",302,44,2
"4550010",138,27,1
"4550011",690,165,10
"4550012",50,14,0
"4550014",261,53,2
"4550015",53,7,0
"4550016",177,56,0
"4550017",262,165,2
"4550018",41,43,0
"4550019",544,117,2
"4550020",28,12,0
"4550021",139,27,3
"4570001",330,72,2
"4570002",269,183,4
"4570003",617,182,8
"4570004",557,92,0
"4570005",65,41,0
"4570006",243,30,0
"4570007",332,30,2
"4570008",110,12,2
"4570009",210,26,2
"4570010",629,88,7
"4570011",57,2,0
"4570013",259,46,1
"4570014",775,94,1
"4570015",455,47,0
"4570016",258,33,1
"4570017",156,79,0
"4570018",597,128,5
"4590001",818,165,6
"4590002",1321,124,10
"4590003",732,119,3
"4590004",469,116,1
"4590005",327,110,4
"4590006",644,110,10
"4590007",957,220,7
"4590008",398,93,4
"4590009",791,188,9
"4590010",1112,131,10
"4590011",270,78,3
"4590012",504,56,2
"4590013",365,119,2
"4590014",233,50,1
"4590015",904,94,7
"4590016",598,179,3
"4590017",833,310,7
"4590018",186,90,2
"4590019",4,1,0
"4590020",63,11,0
"4590021",0,0,0
"4610001",197,26,2
"4610002",110,17,2
"4610003",136,47,0
"4610004",261,54,4
"4610005",48,5,0
"4610006",102,20,0
"4630001",408,417,5
"4630002",439,264,2
"4630003",401,45,4
"4630004",293,50,1
"4630005",654,244,4
"4630006",133,29,1
"4630007",292,72,3
"4630008",333,489,5
"4630009",90,457,9
"4630010",53,171,1
"4630011",184,64,3
"4630012",636,485,9
"4630013",364,726,9
"4630014",68,15,3
"4650010A",6,9,0
"4650010B",327,525,8
"4650011",196,491,4
"4650012",32,89,3
"4650013",249,162,8
"4650020",95,17,0
"4650021",192,429,2
"4650022",298,500,6
"4650023",109,49,0
"4650024",192,319,6
"4650030",320,319,9
"4650031",1493,1060,25
"4650032",135,33,0
"4650033",705,239,7
"4650040",704,1294,16
"4650041A",33,56,2
"4650041B",210,357,7
"4650042",17,1,1
"4650043",32,6,1
"467001A",729,110,6
"467001B",1168,217,5
"467001C",712,89,6
"467001D",528,99,9
"467001E",289,102,6
"467002A",1489,212,15
"467002B",730,93,2
"467002C",1024,131,7
"467002D",838,140,4
"467003A",464,87,0
"467003B",540,198,4
"467003C",1208,266,8
"467003D",1282,174,8
"467004A",627,108,7
"467004B",804,123,6
"467004C",746,128,8
"467004D",1437,282,11
"467004E",567,75,4
"4690001",78,117,3
"4690002",279,223,0
"4690003",392,225,6
"4690004",183,285,1
"4690005",463,486,9
"4690006",40,57,1
"4690007",235,502,2
"4690008",403,364,10
"4690009",291,181,0
"4690010",595,294,6
"4690011",203,57,0
"4690012",139,129,1
"4690013",244,219,4
"4690014",533,177,2
"4690015",66,14,1
"4690016",207,38,0
"4690017",165,88,2
"4690018",1652,370,12
"4690019",825,494,9
"4690020",685,135,5
"4690021",1792,497,18
"4690022",947,116,6
"4690023",805,141,4
"4690024",825,103,2
"4690025",1344,627,18
"4690026",474,136,2
"4690027",906,68,3
"4690028",252,34,1
"4690029",1220,405,10
"4690030",186,87,1
"4690031",185,138,2
"4690032",192,277,1
"4690033",2064,628,13
"4690034",90,235,2
"4690035",45,99,0
"4710101",82,166,1
"4710102",1032,957,19
"4710103",686,270,6
"4710104",944,209,4
"4710201",581,575,9
"4710203",312,65,3
"4710204",1011,438,15
"4710205",1443,432,21
"4710206",301,251,2
"4710301",412,792,11
"4710302",215,76,2
"4710303",254,88,3
"4710304",1536,415,9
"4710401",463,847,10
"4710403",638,216,11
"4710404",1625,389,6
"4730101",697,273,6
"4730102",431,371,6
"4730103",342,289,4
"4730104",227,120,5
"4730105",385,86,2
"4730206",1309,245,5
"4730207",1581,246,13
"4730208",522,230,4
"4730309",20,1700,1
"4730310",140,767,4
"4730311",313,129,5
"4730312",813,163,5
"4730313",193,94,3
"4730414",94,112,0
"4730415",623,212,9
"4730416",293,326,10
"4730417",178,368,1
"4730418",1221,354,7
"4730419",120,38,2
"4730420A",665,212,9
"4730420B",0,0,0
"4750002",735,189,6
"475001E",259,256,10
"475001W",43,77,1
"475003N",511,102,2
"475003S",136,15,0
"475004E",271,128,2
"475004M",90,22,2
"475004W",51,11,1
"4770101",457,243,3
"4770104",211,597,4
"4770109",529,116,2
"4770115",406,119,3
"4770117",4,17,1
"4770121",27,16,0
"4770202",72,45,1
"4770203",865,227,10
"4770205",1125,366,13
"4770208",821,124,8
"4770307",631,212,2
"4770311",566,121,13
"4770312",628,112,2
"4770316",99,34,0
"4770320",1058,162,3
"4770406",647,261,12
"4770410",616,125,0
"4770413",469,84,9
"4770414",466,65,5
"4770418",218,115,3
"4770419",219,102,1
"4790122",94,161,1
"4790124",191,664,9
"4790125",91,266,3
"4790128",46,172,2
"4790129",197,793,12
"4790130",304,1286,11
"4790132",249,1032,21
"4790133",275,1065,12
"4790134",171,634,14
"4790135",102,488,11
"4790136",83,138,1
"4790154",68,274,6
"4790164",79,287,4
"4790169",67,281,2
"4790215",134,418,3
"4790218",212,576,6
"4790219",207,428,7
"4790220",97,360,6
"4790221",177,404,2
"4790226",87,323,2
"4790227",451,1195,16
"4790231",435,1157,9
"4790237",150,205,5
"4790239",684,1454,21
"4790252A",257,874,6
"4790252B",3,9,0
"4790252C",13,44,0
"4790255",291,678,7
"4790266",154,435,7
"4790267",182,470,5
"4790268",21,70,2
"4790308",154,268,3
"4790309",350,1018,11
"4790310",39,146,1
"4790311",143,485,6
"4790312",75,325,2
"4790338",13,73,0
"4790340",492,634,9
"4790341",341,463,6
"4790342",322,651,8
"4790343",416,894,6
"4790344",1028,1665,9
"4790345",325,694,1
"4790349",491,716,7
"4790350",12,5,0
"4790351",48,147,0
"4790356",786,1316,12
"4790359",551,1247,7
"4790360",88,195,2
"4790361",157,404,3
"4790362",49,104,2
"4790363",71,252,3
"4790401",103,408,6
"4790402",113,394,5
"4790403",92,290,8
"4790404",129,405,16
"4790405",114,408,5
"4790406",62,241,4
"4790407",34,111,1
"4790413",171,543,6
"4790414",55,236,1
"4790416",58,260,4
"4790417",62,153,3
"4790423",87,280,3
"4790446",351,1004,12
"4790447",384,712,10
"4790448",47,102,1
"4790453",34,120,1
"4790457",20,12,0
"4790458",313,901,8
"4790465",62,236,3
"4810101A",331,200,1
"4810101B",425,259,5
"4810102",1101,355,6
"4810103",761,228,3
"4810201",1370,207,6
"4810202",129,304,2
"4810203",569,887,9
"4810301",1255,196,5
"4810302",873,280,6
"4810303",1030,138,3
"4810401",568,447,4
"4810402",477,170,2
"4810403",205,122,3
"4830001",143,3,0
"4830002",283,17,0
"4830003",266,29,0
"4830004",94,11,0
"4830005",59,2,0
"4830006",65,5,0
"4830007",85,3,0
"4830008",232,19,3
"4830009",392,35,1
"4830010",60,1,2
"4850101",146,48,1
"4850102",420,138,6
"4850103",1831,719,17
"4850104",582,221,4
"4850105",1120,551,19
"4850106",435,60,3
"4850107",21,5,0
"4850108",1479,482,11
"4850109",1509,570,16
"4850110",188,137,6
"4850111",169,195,1
"4850112",5,4,1
"4850113",197,99,3
"4850114A",6,1,0
"4850114B",11,3,0
"4850115",1,2,0
"4850116",17,2,0
"4850117",26,2,0
"4850201",375,136,12
"4850202",1022,593,18
"4850203",331,273,10
"4850204",103,12,0
"4850205",1659,353,16
"4850206",1077,275,14
"4850207",173,129,4
"4850208",59,18,0
"4850209",0,0,0
"4850210",0,0,0
"4850211",50,37,1
"4850301",2,2,0
"4850302",328,311,7
"4850303",194,452,6
"4850304",44,46,1
"4850305",101,70,2
"4850306",99,304,5
"4850307",94,37,0
"4850308",109,141,1
"4850309",1770,257,14
"4850310",693,89,9
"4850311",140,416,2
"4850312",1,1,0
"4850313",0,5,0
"4850314",5,1,0
"4850315",55,20,0
"4850316",11,7,1
"4850317",41,10,0
"4850318",166,55,3
"4850319",22,7,0
"4850401",1029,346,8
"4850402",293,106,2
"4850403",778,360,8
"4850404",1254,417,17
"4850405",510,348,10
"4850406",1072,437,14
"4850407",441,313,12
"4850408",7,1,0
"4850409",12,2,0
"4850410",123,30,1
"4850411",244,142,5
"4850412",353,46,0
"4850413",401,79,7
"4850414",244,48,1
"4870001A",455,99,7
"4870001B",49,6,0
"4870009",380,123,3
"4870019",485,265,6
"4870020",321,135,0
"4870021",949,148,8
"4890001",166,397,2
"4890002A",5,17,0
"4890002B",198,435,5
"4890003",151,222,0
"4890004",180,418,3
"4890005",88,212,3
"4890006",84,127,0
"4890007",163,301,2
"4890008",85,226,5
"4890009",115,232,0
"4890010",162,118,1
"4890011",116,42,2
"4890012",14,26,0
"4910119",1002,1206,33
"4910122",861,1038,19
"4910135",516,1291,15
"4910138",1215,1406,26
"4910140",593,740,14
"4910145",478,1083,17
"4910146",804,2329,49
"4910147",562,1587,18
"4910149",456,871,10
"4910150",434,929,19
"4910151",477,1196,17
"4910152",397,1095,19
"4910160",1081,1676,42
"4910162",490,1223,15
"4910172",686,838,25
"4910182",1484,1332,27
"4910185",335,757,16
"4910186",573,1199,24
"4910189",643,1320,26
"4910190",1583,1757,45
"4910197",723,1114,19
"4910198",1097,1625,41
"4910201",1491,2246,30
"4910202",624,524,10
"4910204",1352,1788,38
"4910206",1465,522,26
"4910207",2172,799,49
"4910216",726,892,29
"4910218",716,1275,21
"4910253",1445,1226,43
"4910254",1039,1111,36
"4910259",1315,1300,43
"4910263",1336,1324,39
"4910264",1484,1291,47
"4910266",1097,1560,30
"4910267",1653,1127,43
"4910273",760,1139,25
"4910274",927,2446,34
"4910275",492,1201,30
"4910277A",1319,1434,39
"4910277B",38,41,2
"4910278",1632,2044,49
"4910283",1289,1599,49
"4910287",1448,1609,45
"4910305",1563,643,22
"4910309",657,246,10
"4910310",705,264,15
"4910311",808,379,14
"4910312",1609,842,23
"4910314",792,1170,29
"4910330",1150,1353,28
"4910331",1241,1172,31
"4910332",1439,1253,30
"4910333A",1138,1290,31
"4910333B",7,8,0
"4910337",1401,1625,28
"4910339",623,1063,21
"4910341",804,486,21
"4910342",177,342,4
"4910343",1628,1188,41
"4910344",1896,912,28
"4910345",1249,555,29
"4910368",964,1239,22
"4910369",1466,1450,30
"4910370",1638,1183,36
"4910371",1052,593,12
"4910379",2211,1050,25
"4910381",1748,1005,16
"4910392",2416,1237,43
"4910393",1296,590,11
"4910394",2204,1161,27
"4910395",1610,666,32
"4910396",2133,1193,20
"4910402",1283,1846,40
"4910403",652,815,17
"4910413",218,131,6
"4910415",731,332,13
"4910420",1740,2117,43
"4910423",761,1237,35
"4910424",1475,1181,24
"4910425",228,130,2
"4910426",636,567,17
"4910427",831,653,15
"4910428",998,720,23
"4910429",274,527,15
"4910434",1452,429,20
"4910436",347,137,7
"4910455",436,968,13
"4910456",345,478,10
"4910463",988,2071,38
"4910480",1072,2020,35
"4910484",1460,2017,41
"4910488",871,968,23
"4910489",1310,1716,41
"4910490",570,641,17
"4910491",1244,1881,47
"4930101",808,488,11
"4930102",403,582,8
"4930103",579,334,13
"4930104",409,154,5
"4930205",744,275,2
"4930206",787,501,10
"4930207",868,338,4
"4930208",313,46,1
"4930209",270,22,0
"4930310",346,57,6
"4930311",952,172,5
"4930312",1255,229,15
"4930313",1235,304,13
"4930414",1078,218,5
"4930415",1848,395,18
"4930416",1130,452,11
"4950101",297,84,2
"4950201",89,27,1
"4950202",310,43,3
"4950301",320,68,2
"4950401",107,99,3
"4970001",1018,172,6
"4970002",1299,370,14
"4970003",404,58,2
"4970004",146,41,1
"4970005",828,156,12
"4970006",821,228,14
"4970007A",333,105,4
"4970007B",334,109,5
"4970008",1185,236,8
"4970009",1097,147,6
"4970010",284,48,2
"4970011",270,44,2
"4970012",746,131,6
"4970013",426,123,6
"4970014",844,194,8
"4970015",667,99,5
"4970016",1118,204,15
"4970017",1416,231,10
"4970018",378,80,3
"4970019",201,56,1
"4970020",602,82,3
"4970022",517,83,3
"4970023",886,168,9
"4970024",1466,398,17
"4970025",57,16,0
"4970027",1680,336,17
"49901-1",1305,264,11
"49901-2",1314,210,8
"49901-3",1027,162,9
"49901-4",355,27,2
"49902-1",209,24,2
"49902-2",1628,351,15
"49902-3",1314,321,15
"49903-1",565,97,5
"49903-2",1712,306,12
"49903-3",1417,363,13
"49904-1",406,51,0
"49904-2",1168,189,11
"49904-3",1280,239,14
"49904-4",287,31,1
"5010101",413,71,3
"5010202",435,69,1
"5010303",219,41,1
"5010305",110,44,1
"5010404",245,51,3
"5010406",136,59,1
"5030005",1423,246,7
"5030006",125,8,0
"5030007",98,9,0
"5030010",218,25,2
"5030016",155,4,0
"5030020",109,15,1
"5030022",1773,190,12
"5030023",927,154,7
"5030024",715,170,12
"5050001",214,383,5
"5050002",139,275,1
"5050003",259,319,2
"5050004",132,255,2
"505001A",7,25,0
